年月日,全国地方公共団体コード,市区名,町名,年齢［歳］,人口総数［人］,男［人］,女［人］
2016/9/30,141097,港北区,－,合計,341098,170342,170756
2016/9/30,141097,港北区,－,0,3481,1774,1707
2016/9/30,141097,港北区,－,1,3409,1750,1659
2016/9/30,141097,港北区,－,2,3276,1684,1592
2016/9/30,141097,港北区,－,3,3087,1547,1540
2016/9/30,141097,港北区,－,4,2980,1522,1458
2016/9/30,141097,港北区,－,5,3004,1581,1423
2016/9/30,141097,港北区,－,6,2809,1460,1349
2016/9/30,141097,港北区,－,7,2722,1294,1428
2016/9/30,141097,港北区,－,8,2784,1443,1341
2016/9/30,141097,港北区,－,9,2733,1430,1303
2016/9/30,141097,港北区,－,10,2646,1351,1295
2016/9/30,141097,港北区,－,11,2585,1293,1292
2016/9/30,141097,港北区,－,12,2693,1384,1309
2016/9/30,141097,港北区,－,13,2703,1337,1366
2016/9/30,141097,港北区,－,14,2802,1440,1362
2016/9/30,141097,港北区,－,15,2741,1451,1290
2016/9/30,141097,港北区,－,16,2847,1412,1435
2016/9/30,141097,港北区,－,17,2821,1412,1409
2016/9/30,141097,港北区,－,18,2998,1496,1502
2016/9/30,141097,港北区,－,19,2981,1507,1474
2016/9/30,141097,港北区,－,20,3232,1674,1558
2016/9/30,141097,港北区,－,21,3449,1787,1662
2016/9/30,141097,港北区,－,22,3770,1931,1839
2016/9/30,141097,港北区,－,23,4017,2016,2001
2016/9/30,141097,港北区,－,24,4181,2079,2102
2016/9/30,141097,港北区,－,25,4183,2175,2008
2016/9/30,141097,港北区,－,26,4522,2268,2254
2016/9/30,141097,港北区,－,27,4667,2301,2366
2016/9/30,141097,港北区,－,28,4890,2466,2424
2016/9/30,141097,港北区,－,29,5030,2579,2451
2016/9/30,141097,港北区,－,30,5224,2659,2565
2016/9/30,141097,港北区,－,31,5484,2763,2721
2016/9/30,141097,港北区,－,32,5467,2864,2603
2016/9/30,141097,港北区,－,33,5485,2858,2627
2016/9/30,141097,港北区,－,34,5485,2873,2612
2016/9/30,141097,港北区,－,35,5443,2816,2627
2016/9/30,141097,港北区,－,36,5553,2904,2649
2016/9/30,141097,港北区,－,37,5625,2889,2736
2016/9/30,141097,港北区,－,38,5707,2962,2745
2016/9/30,141097,港北区,－,39,5727,2960,2767
2016/9/30,141097,港北区,－,40,5969,3050,2919
2016/9/30,141097,港北区,－,41,5947,3075,2872
2016/9/30,141097,港北区,－,42,6282,3221,3061
2016/9/30,141097,港北区,－,43,6192,3218,2974
2016/9/30,141097,港北区,－,44,6162,3148,3014
2016/9/30,141097,港北区,－,45,6228,3142,3086
2016/9/30,141097,港北区,－,46,6111,3174,2937
2016/9/30,141097,港北区,－,47,6094,3153,2941
2016/9/30,141097,港北区,－,48,5907,3132,2775
2016/9/30,141097,港北区,－,49,5822,3066,2756
2016/9/30,141097,港北区,－,50,4514,2373,2141
2016/9/30,141097,港北区,－,51,5414,2866,2548
2016/9/30,141097,港北区,－,52,4891,2537,2354
2016/9/30,141097,港北区,－,53,4635,2433,2202
2016/9/30,141097,港北区,－,54,4380,2315,2065
2016/9/30,141097,港北区,－,55,4149,2126,2023
2016/9/30,141097,港北区,－,56,3959,2050,1909
2016/9/30,141097,港北区,－,57,3746,1940,1806
2016/9/30,141097,港北区,－,58,3633,1837,1796
2016/9/30,141097,港北区,－,59,3249,1677,1572
2016/9/30,141097,港北区,－,60,3336,1669,1667
2016/9/30,141097,港北区,－,61,3363,1750,1613
2016/9/30,141097,港北区,－,62,3208,1612,1596
2016/9/30,141097,港北区,－,63,3312,1692,1620
2016/9/30,141097,港北区,－,64,3535,1733,1802
2016/9/30,141097,港北区,－,65,3570,1775,1795
2016/9/30,141097,港北区,－,66,3832,1919,1913
2016/9/30,141097,港北区,－,67,4282,2087,2195
2016/9/30,141097,港北区,－,68,4335,2154,2181
2016/9/30,141097,港北区,－,69,4018,1937,2081
2016/9/30,141097,港北区,－,70,2582,1237,1345
2016/9/30,141097,港北区,－,71,2751,1292,1459
2016/9/30,141097,港北区,－,72,3123,1422,1701
2016/9/30,141097,港北区,－,73,3162,1446,1716
2016/9/30,141097,港北区,－,74,3043,1357,1686
2016/9/30,141097,港北区,－,75,2922,1308,1614
2016/9/30,141097,港北区,－,76,2690,1211,1479
2016/9/30,141097,港北区,－,77,2211,990,1221
2016/9/30,141097,港北区,－,78,2298,999,1299
2016/9/30,141097,港北区,－,79,2182,926,1256
2016/9/30,141097,港北区,－,80,2295,997,1298
2016/9/30,141097,港北区,－,81,2058,861,1197
2016/9/30,141097,港北区,－,82,1873,721,1152
2016/9/30,141097,港北区,－,83,1732,701,1031
2016/9/30,141097,港北区,－,84,1568,626,942
2016/9/30,141097,港北区,－,85,1466,528,938
2016/9/30,141097,港北区,－,86,1339,474,865
2016/9/30,141097,港北区,－,87,1150,395,755
2016/9/30,141097,港北区,－,88,1025,339,686
2016/9/30,141097,港北区,－,89,846,306,540
2016/9/30,141097,港北区,－,90,771,254,517
2016/9/30,141097,港北区,－,91,683,202,481
2016/9/30,141097,港北区,－,92,492,143,349
2016/9/30,141097,港北区,－,93,375,110,265
2016/9/30,141097,港北区,－,94,324,78,246
2016/9/30,141097,港北区,－,95,240,57,183
2016/9/30,141097,港北区,－,96,179,36,143
2016/9/30,141097,港北区,－,97,113,20,93
2016/9/30,141097,港北区,－,98,98,17,81
2016/9/30,141097,港北区,－,99,56,14,42
2016/9/30,141097,港北区,－,100,133,22,111
2016/9/30,141097,港北区,菊名一丁目,合計,784,368,416
2016/9/30,141097,港北区,菊名一丁目,0,12,5,7
2016/9/30,141097,港北区,菊名一丁目,1,5,1,4
2016/9/30,141097,港北区,菊名一丁目,2,0,0,0
2016/9/30,141097,港北区,菊名一丁目,3,8,2,6
2016/9/30,141097,港北区,菊名一丁目,4,4,2,2
2016/9/30,141097,港北区,菊名一丁目,5,2,0,2
2016/9/30,141097,港北区,菊名一丁目,6,2,2,0
2016/9/30,141097,港北区,菊名一丁目,7,2,1,1
2016/9/30,141097,港北区,菊名一丁目,8,4,2,2
2016/9/30,141097,港北区,菊名一丁目,9,4,2,2
2016/9/30,141097,港北区,菊名一丁目,10,3,2,1
2016/9/30,141097,港北区,菊名一丁目,11,4,2,2
2016/9/30,141097,港北区,菊名一丁目,12,6,1,5
2016/9/30,141097,港北区,菊名一丁目,13,4,1,3
2016/9/30,141097,港北区,菊名一丁目,14,5,2,3
2016/9/30,141097,港北区,菊名一丁目,15,3,1,2
2016/9/30,141097,港北区,菊名一丁目,16,4,2,2
2016/9/30,141097,港北区,菊名一丁目,17,5,2,3
2016/9/30,141097,港北区,菊名一丁目,18,6,2,4
2016/9/30,141097,港北区,菊名一丁目,19,3,1,2
2016/9/30,141097,港北区,菊名一丁目,20,9,4,5
2016/9/30,141097,港北区,菊名一丁目,21,8,5,3
2016/9/30,141097,港北区,菊名一丁目,22,10,5,5
2016/9/30,141097,港北区,菊名一丁目,23,17,10,7
2016/9/30,141097,港北区,菊名一丁目,24,9,3,6
2016/9/30,141097,港北区,菊名一丁目,25,9,2,7
2016/9/30,141097,港北区,菊名一丁目,26,18,9,9
2016/9/30,141097,港北区,菊名一丁目,27,15,12,3
2016/9/30,141097,港北区,菊名一丁目,28,9,5,4
2016/9/30,141097,港北区,菊名一丁目,29,16,9,7
2016/9/30,141097,港北区,菊名一丁目,30,11,6,5
2016/9/30,141097,港北区,菊名一丁目,31,18,5,13
2016/9/30,141097,港北区,菊名一丁目,32,21,9,12
2016/9/30,141097,港北区,菊名一丁目,33,18,13,5
2016/9/30,141097,港北区,菊名一丁目,34,12,7,5
2016/9/30,141097,港北区,菊名一丁目,35,10,5,5
2016/9/30,141097,港北区,菊名一丁目,36,14,6,8
2016/9/30,141097,港北区,菊名一丁目,37,12,5,7
2016/9/30,141097,港北区,菊名一丁目,38,6,4,2
2016/9/30,141097,港北区,菊名一丁目,39,15,7,8
2016/9/30,141097,港北区,菊名一丁目,40,14,10,4
2016/9/30,141097,港北区,菊名一丁目,41,5,4,1
2016/9/30,141097,港北区,菊名一丁目,42,8,4,4
2016/9/30,141097,港北区,菊名一丁目,43,6,3,3
2016/9/30,141097,港北区,菊名一丁目,44,8,5,3
2016/9/30,141097,港北区,菊名一丁目,45,9,5,4
2016/9/30,141097,港北区,菊名一丁目,46,12,7,5
2016/9/30,141097,港北区,菊名一丁目,47,14,5,9
2016/9/30,141097,港北区,菊名一丁目,48,11,5,6
2016/9/30,141097,港北区,菊名一丁目,49,19,12,7
2016/9/30,141097,港北区,菊名一丁目,50,14,7,7
2016/9/30,141097,港北区,菊名一丁目,51,17,7,10
2016/9/30,141097,港北区,菊名一丁目,52,14,6,8
2016/9/30,141097,港北区,菊名一丁目,53,12,8,4
2016/9/30,141097,港北区,菊名一丁目,54,6,3,3
2016/9/30,141097,港北区,菊名一丁目,55,8,6,2
2016/9/30,141097,港北区,菊名一丁目,56,18,9,9
2016/9/30,141097,港北区,菊名一丁目,57,8,3,5
2016/9/30,141097,港北区,菊名一丁目,58,10,4,6
2016/9/30,141097,港北区,菊名一丁目,59,7,5,2
2016/9/30,141097,港北区,菊名一丁目,60,7,3,4
2016/9/30,141097,港北区,菊名一丁目,61,8,2,6
2016/9/30,141097,港北区,菊名一丁目,62,9,3,6
2016/9/30,141097,港北区,菊名一丁目,63,10,4,6
2016/9/30,141097,港北区,菊名一丁目,64,11,4,7
2016/9/30,141097,港北区,菊名一丁目,65,13,6,7
2016/9/30,141097,港北区,菊名一丁目,66,7,4,3
2016/9/30,141097,港北区,菊名一丁目,67,9,4,5
2016/9/30,141097,港北区,菊名一丁目,68,17,6,11
2016/9/30,141097,港北区,菊名一丁目,69,10,6,4
2016/9/30,141097,港北区,菊名一丁目,70,8,3,5
2016/9/30,141097,港北区,菊名一丁目,71,5,1,4
2016/9/30,141097,港北区,菊名一丁目,72,13,4,9
2016/9/30,141097,港北区,菊名一丁目,73,12,7,5
2016/9/30,141097,港北区,菊名一丁目,74,8,3,5
2016/9/30,141097,港北区,菊名一丁目,75,4,3,1
2016/9/30,141097,港北区,菊名一丁目,76,7,3,4
2016/9/30,141097,港北区,菊名一丁目,77,6,3,3
2016/9/30,141097,港北区,菊名一丁目,78,8,3,5
2016/9/30,141097,港北区,菊名一丁目,79,0,0,0
2016/9/30,141097,港北区,菊名一丁目,80,4,2,2
2016/9/30,141097,港北区,菊名一丁目,81,4,1,3
2016/9/30,141097,港北区,菊名一丁目,82,8,4,4
2016/9/30,141097,港北区,菊名一丁目,83,5,0,5
2016/9/30,141097,港北区,菊名一丁目,84,3,2,1
2016/9/30,141097,港北区,菊名一丁目,85,1,1,0
2016/9/30,141097,港北区,菊名一丁目,86,1,0,1
2016/9/30,141097,港北区,菊名一丁目,87,4,1,3
2016/9/30,141097,港北区,菊名一丁目,88,2,1,1
2016/9/30,141097,港北区,菊名一丁目,89,3,0,3
2016/9/30,141097,港北区,菊名一丁目,90,5,1,4
2016/9/30,141097,港北区,菊名一丁目,91,1,0,1
2016/9/30,141097,港北区,菊名一丁目,92,1,0,1
2016/9/30,141097,港北区,菊名一丁目,93,0,0,0
2016/9/30,141097,港北区,菊名一丁目,94,2,0,2
2016/9/30,141097,港北区,菊名一丁目,95,1,0,1
2016/9/30,141097,港北区,菊名一丁目,96,0,0,0
2016/9/30,141097,港北区,菊名一丁目,97,1,0,1
2016/9/30,141097,港北区,菊名一丁目,98,0,0,0
2016/9/30,141097,港北区,菊名一丁目,99,0,0,0
2016/9/30,141097,港北区,菊名一丁目,100,3,1,2
2016/9/30,141097,港北区,菊名二丁目,合計,2263,1098,1165
2016/9/30,141097,港北区,菊名二丁目,0,24,12,12
2016/9/30,141097,港北区,菊名二丁目,1,25,16,9
2016/9/30,141097,港北区,菊名二丁目,2,30,10,20
2016/9/30,141097,港北区,菊名二丁目,3,17,7,10
2016/9/30,141097,港北区,菊名二丁目,4,27,13,14
2016/9/30,141097,港北区,菊名二丁目,5,24,16,8
2016/9/30,141097,港北区,菊名二丁目,6,23,12,11
2016/9/30,141097,港北区,菊名二丁目,7,36,15,21
2016/9/30,141097,港北区,菊名二丁目,8,13,4,9
2016/9/30,141097,港北区,菊名二丁目,9,15,9,6
2016/9/30,141097,港北区,菊名二丁目,10,20,10,10
2016/9/30,141097,港北区,菊名二丁目,11,22,13,9
2016/9/30,141097,港北区,菊名二丁目,12,15,9,6
2016/9/30,141097,港北区,菊名二丁目,13,8,7,1
2016/9/30,141097,港北区,菊名二丁目,14,12,9,3
2016/9/30,141097,港北区,菊名二丁目,15,17,9,8
2016/9/30,141097,港北区,菊名二丁目,16,22,8,14
2016/9/30,141097,港北区,菊名二丁目,17,16,9,7
2016/9/30,141097,港北区,菊名二丁目,18,19,10,9
2016/9/30,141097,港北区,菊名二丁目,19,15,11,4
2016/9/30,141097,港北区,菊名二丁目,20,20,10,10
2016/9/30,141097,港北区,菊名二丁目,21,27,14,13
2016/9/30,141097,港北区,菊名二丁目,22,19,10,9
2016/9/30,141097,港北区,菊名二丁目,23,22,6,16
2016/9/30,141097,港北区,菊名二丁目,24,26,12,14
2016/9/30,141097,港北区,菊名二丁目,25,22,12,10
2016/9/30,141097,港北区,菊名二丁目,26,24,12,12
2016/9/30,141097,港北区,菊名二丁目,27,15,6,9
2016/9/30,141097,港北区,菊名二丁目,28,28,14,14
2016/9/30,141097,港北区,菊名二丁目,29,31,15,16
2016/9/30,141097,港北区,菊名二丁目,30,37,18,19
2016/9/30,141097,港北区,菊名二丁目,31,45,22,23
2016/9/30,141097,港北区,菊名二丁目,32,36,14,22
2016/9/30,141097,港北区,菊名二丁目,33,43,22,21
2016/9/30,141097,港北区,菊名二丁目,34,45,21,24
2016/9/30,141097,港北区,菊名二丁目,35,34,18,16
2016/9/30,141097,港北区,菊名二丁目,36,36,17,19
2016/9/30,141097,港北区,菊名二丁目,37,36,20,16
2016/9/30,141097,港北区,菊名二丁目,38,48,21,27
2016/9/30,141097,港北区,菊名二丁目,39,42,25,17
2016/9/30,141097,港北区,菊名二丁目,40,47,24,23
2016/9/30,141097,港北区,菊名二丁目,41,30,13,17
2016/9/30,141097,港北区,菊名二丁目,42,38,17,21
2016/9/30,141097,港北区,菊名二丁目,43,34,16,18
2016/9/30,141097,港北区,菊名二丁目,44,38,18,20
2016/9/30,141097,港北区,菊名二丁目,45,50,24,26
2016/9/30,141097,港北区,菊名二丁目,46,46,21,25
2016/9/30,141097,港北区,菊名二丁目,47,38,24,14
2016/9/30,141097,港北区,菊名二丁目,48,28,14,14
2016/9/30,141097,港北区,菊名二丁目,49,40,26,14
2016/9/30,141097,港北区,菊名二丁目,50,20,9,11
2016/9/30,141097,港北区,菊名二丁目,51,36,22,14
2016/9/30,141097,港北区,菊名二丁目,52,29,15,14
2016/9/30,141097,港北区,菊名二丁目,53,30,18,12
2016/9/30,141097,港北区,菊名二丁目,54,36,17,19
2016/9/30,141097,港北区,菊名二丁目,55,35,17,18
2016/9/30,141097,港北区,菊名二丁目,56,18,6,12
2016/9/30,141097,港北区,菊名二丁目,57,21,9,12
2016/9/30,141097,港北区,菊名二丁目,58,19,9,10
2016/9/30,141097,港北区,菊名二丁目,59,31,17,14
2016/9/30,141097,港北区,菊名二丁目,60,26,13,13
2016/9/30,141097,港北区,菊名二丁目,61,26,11,15
2016/9/30,141097,港北区,菊名二丁目,62,18,6,12
2016/9/30,141097,港北区,菊名二丁目,63,26,17,9
2016/9/30,141097,港北区,菊名二丁目,64,30,13,17
2016/9/30,141097,港北区,菊名二丁目,65,20,14,6
2016/9/30,141097,港北区,菊名二丁目,66,19,6,13
2016/9/30,141097,港北区,菊名二丁目,67,36,18,18
2016/9/30,141097,港北区,菊名二丁目,68,26,17,9
2016/9/30,141097,港北区,菊名二丁目,69,27,15,12
2016/9/30,141097,港北区,菊名二丁目,70,24,10,14
2016/9/30,141097,港北区,菊名二丁目,71,17,6,11
2016/9/30,141097,港北区,菊名二丁目,72,25,11,14
2016/9/30,141097,港北区,菊名二丁目,73,28,12,16
2016/9/30,141097,港北区,菊名二丁目,74,12,3,9
2016/9/30,141097,港北区,菊名二丁目,75,13,4,9
2016/9/30,141097,港北区,菊名二丁目,76,17,8,9
2016/9/30,141097,港北区,菊名二丁目,77,14,6,8
2016/9/30,141097,港北区,菊名二丁目,78,14,5,9
2016/9/30,141097,港北区,菊名二丁目,79,10,3,7
2016/9/30,141097,港北区,菊名二丁目,80,14,6,8
2016/9/30,141097,港北区,菊名二丁目,81,16,6,10
2016/9/30,141097,港北区,菊名二丁目,82,8,8,0
2016/9/30,141097,港北区,菊名二丁目,83,11,4,7
2016/9/30,141097,港北区,菊名二丁目,84,12,3,9
2016/9/30,141097,港北区,菊名二丁目,85,10,3,7
2016/9/30,141097,港北区,菊名二丁目,86,8,1,7
2016/9/30,141097,港北区,菊名二丁目,87,9,4,5
2016/9/30,141097,港北区,菊名二丁目,88,9,3,6
2016/9/30,141097,港北区,菊名二丁目,89,6,3,3
2016/9/30,141097,港北区,菊名二丁目,90,5,1,4
2016/9/30,141097,港北区,菊名二丁目,91,4,0,4
2016/9/30,141097,港北区,菊名二丁目,92,5,3,2
2016/9/30,141097,港北区,菊名二丁目,93,4,0,4
2016/9/30,141097,港北区,菊名二丁目,94,3,0,3
2016/9/30,141097,港北区,菊名二丁目,95,5,0,5
2016/9/30,141097,港北区,菊名二丁目,96,2,0,2
2016/9/30,141097,港北区,菊名二丁目,97,0,0,0
2016/9/30,141097,港北区,菊名二丁目,98,2,1,1
2016/9/30,141097,港北区,菊名二丁目,99,0,0,0
2016/9/30,141097,港北区,菊名二丁目,100,2,0,2
2016/9/30,141097,港北区,菊名三丁目,合計,2840,1391,1449
2016/9/30,141097,港北区,菊名三丁目,0,24,12,12
2016/9/30,141097,港北区,菊名三丁目,1,25,15,10
2016/9/30,141097,港北区,菊名三丁目,2,32,15,17
2016/9/30,141097,港北区,菊名三丁目,3,30,11,19
2016/9/30,141097,港北区,菊名三丁目,4,32,17,15
2016/9/30,141097,港北区,菊名三丁目,5,20,9,11
2016/9/30,141097,港北区,菊名三丁目,6,16,9,7
2016/9/30,141097,港北区,菊名三丁目,7,30,15,15
2016/9/30,141097,港北区,菊名三丁目,8,19,11,8
2016/9/30,141097,港北区,菊名三丁目,9,17,9,8
2016/9/30,141097,港北区,菊名三丁目,10,14,7,7
2016/9/30,141097,港北区,菊名三丁目,11,14,10,4
2016/9/30,141097,港北区,菊名三丁目,12,21,12,9
2016/9/30,141097,港北区,菊名三丁目,13,18,6,12
2016/9/30,141097,港北区,菊名三丁目,14,15,9,6
2016/9/30,141097,港北区,菊名三丁目,15,26,12,14
2016/9/30,141097,港北区,菊名三丁目,16,37,13,24
2016/9/30,141097,港北区,菊名三丁目,17,23,12,11
2016/9/30,141097,港北区,菊名三丁目,18,19,11,8
2016/9/30,141097,港北区,菊名三丁目,19,22,9,13
2016/9/30,141097,港北区,菊名三丁目,20,26,14,12
2016/9/30,141097,港北区,菊名三丁目,21,25,16,9
2016/9/30,141097,港北区,菊名三丁目,22,48,22,26
2016/9/30,141097,港北区,菊名三丁目,23,40,19,21
2016/9/30,141097,港北区,菊名三丁目,24,37,14,23
2016/9/30,141097,港北区,菊名三丁目,25,44,20,24
2016/9/30,141097,港北区,菊名三丁目,26,59,27,32
2016/9/30,141097,港北区,菊名三丁目,27,32,16,16
2016/9/30,141097,港北区,菊名三丁目,28,49,26,23
2016/9/30,141097,港北区,菊名三丁目,29,48,21,27
2016/9/30,141097,港北区,菊名三丁目,30,41,22,19
2016/9/30,141097,港北区,菊名三丁目,31,47,23,24
2016/9/30,141097,港北区,菊名三丁目,32,44,22,22
2016/9/30,141097,港北区,菊名三丁目,33,51,22,29
2016/9/30,141097,港北区,菊名三丁目,34,40,23,17
2016/9/30,141097,港北区,菊名三丁目,35,44,20,24
2016/9/30,141097,港北区,菊名三丁目,36,55,30,25
2016/9/30,141097,港北区,菊名三丁目,37,38,23,15
2016/9/30,141097,港北区,菊名三丁目,38,47,23,24
2016/9/30,141097,港北区,菊名三丁目,39,48,23,25
2016/9/30,141097,港北区,菊名三丁目,40,53,26,27
2016/9/30,141097,港北区,菊名三丁目,41,46,31,15
2016/9/30,141097,港北区,菊名三丁目,42,45,19,26
2016/9/30,141097,港北区,菊名三丁目,43,45,21,24
2016/9/30,141097,港北区,菊名三丁目,44,37,16,21
2016/9/30,141097,港北区,菊名三丁目,45,48,25,23
2016/9/30,141097,港北区,菊名三丁目,46,51,23,28
2016/9/30,141097,港北区,菊名三丁目,47,63,31,32
2016/9/30,141097,港北区,菊名三丁目,48,57,30,27
2016/9/30,141097,港北区,菊名三丁目,49,44,21,23
2016/9/30,141097,港北区,菊名三丁目,50,40,20,20
2016/9/30,141097,港北区,菊名三丁目,51,43,24,19
2016/9/30,141097,港北区,菊名三丁目,52,31,18,13
2016/9/30,141097,港北区,菊名三丁目,53,44,22,22
2016/9/30,141097,港北区,菊名三丁目,54,38,12,26
2016/9/30,141097,港北区,菊名三丁目,55,36,19,17
2016/9/30,141097,港北区,菊名三丁目,56,37,17,20
2016/9/30,141097,港北区,菊名三丁目,57,35,18,17
2016/9/30,141097,港北区,菊名三丁目,58,46,24,22
2016/9/30,141097,港北区,菊名三丁目,59,33,18,15
2016/9/30,141097,港北区,菊名三丁目,60,31,19,12
2016/9/30,141097,港北区,菊名三丁目,61,23,11,12
2016/9/30,141097,港北区,菊名三丁目,62,21,12,9
2016/9/30,141097,港北区,菊名三丁目,63,25,12,13
2016/9/30,141097,港北区,菊名三丁目,64,35,14,21
2016/9/30,141097,港北区,菊名三丁目,65,35,18,17
2016/9/30,141097,港北区,菊名三丁目,66,34,14,20
2016/9/30,141097,港北区,菊名三丁目,67,33,16,17
2016/9/30,141097,港北区,菊名三丁目,68,43,26,17
2016/9/30,141097,港北区,菊名三丁目,69,28,14,14
2016/9/30,141097,港北区,菊名三丁目,70,20,9,11
2016/9/30,141097,港北区,菊名三丁目,71,25,13,12
2016/9/30,141097,港北区,菊名三丁目,72,31,15,16
2016/9/30,141097,港北区,菊名三丁目,73,24,12,12
2016/9/30,141097,港北区,菊名三丁目,74,15,10,5
2016/9/30,141097,港北区,菊名三丁目,75,13,9,4
2016/9/30,141097,港北区,菊名三丁目,76,21,9,12
2016/9/30,141097,港北区,菊名三丁目,77,18,9,9
2016/9/30,141097,港北区,菊名三丁目,78,18,7,11
2016/9/30,141097,港北区,菊名三丁目,79,15,8,7
2016/9/30,141097,港北区,菊名三丁目,80,16,7,9
2016/9/30,141097,港北区,菊名三丁目,81,14,6,8
2016/9/30,141097,港北区,菊名三丁目,82,10,6,4
2016/9/30,141097,港北区,菊名三丁目,83,14,6,8
2016/9/30,141097,港北区,菊名三丁目,84,9,3,6
2016/9/30,141097,港北区,菊名三丁目,85,9,2,7
2016/9/30,141097,港北区,菊名三丁目,86,12,4,8
2016/9/30,141097,港北区,菊名三丁目,87,6,2,4
2016/9/30,141097,港北区,菊名三丁目,88,5,1,4
2016/9/30,141097,港北区,菊名三丁目,89,13,4,9
2016/9/30,141097,港北区,菊名三丁目,90,6,4,2
2016/9/30,141097,港北区,菊名三丁目,91,5,1,4
2016/9/30,141097,港北区,菊名三丁目,92,8,0,8
2016/9/30,141097,港北区,菊名三丁目,93,4,0,4
2016/9/30,141097,港北区,菊名三丁目,94,4,2,2
2016/9/30,141097,港北区,菊名三丁目,95,2,0,2
2016/9/30,141097,港北区,菊名三丁目,96,3,0,3
2016/9/30,141097,港北区,菊名三丁目,97,0,0,0
2016/9/30,141097,港北区,菊名三丁目,98,1,1,0
2016/9/30,141097,港北区,菊名三丁目,99,2,0,2
2016/9/30,141097,港北区,菊名三丁目,100,0,0,0
2016/9/30,141097,港北区,菊名四丁目,合計,1701,847,854
2016/9/30,141097,港北区,菊名四丁目,0,20,10,10
2016/9/30,141097,港北区,菊名四丁目,1,15,5,10
2016/9/30,141097,港北区,菊名四丁目,2,14,4,10
2016/9/30,141097,港北区,菊名四丁目,3,20,11,9
2016/9/30,141097,港北区,菊名四丁目,4,24,14,10
2016/9/30,141097,港北区,菊名四丁目,5,20,9,11
2016/9/30,141097,港北区,菊名四丁目,6,11,4,7
2016/9/30,141097,港北区,菊名四丁目,7,24,11,13
2016/9/30,141097,港北区,菊名四丁目,8,13,6,7
2016/9/30,141097,港北区,菊名四丁目,9,14,8,6
2016/9/30,141097,港北区,菊名四丁目,10,12,10,2
2016/9/30,141097,港北区,菊名四丁目,11,11,7,4
2016/9/30,141097,港北区,菊名四丁目,12,8,4,4
2016/9/30,141097,港北区,菊名四丁目,13,7,5,2
2016/9/30,141097,港北区,菊名四丁目,14,11,5,6
2016/9/30,141097,港北区,菊名四丁目,15,10,4,6
2016/9/30,141097,港北区,菊名四丁目,16,8,3,5
2016/9/30,141097,港北区,菊名四丁目,17,8,3,5
2016/9/30,141097,港北区,菊名四丁目,18,12,11,1
2016/9/30,141097,港北区,菊名四丁目,19,19,14,5
2016/9/30,141097,港北区,菊名四丁目,20,14,7,7
2016/9/30,141097,港北区,菊名四丁目,21,13,5,8
2016/9/30,141097,港北区,菊名四丁目,22,16,6,10
2016/9/30,141097,港北区,菊名四丁目,23,32,15,17
2016/9/30,141097,港北区,菊名四丁目,24,23,18,5
2016/9/30,141097,港北区,菊名四丁目,25,36,20,16
2016/9/30,141097,港北区,菊名四丁目,26,32,17,15
2016/9/30,141097,港北区,菊名四丁目,27,33,15,18
2016/9/30,141097,港北区,菊名四丁目,28,26,14,12
2016/9/30,141097,港北区,菊名四丁目,29,33,16,17
2016/9/30,141097,港北区,菊名四丁目,30,29,19,10
2016/9/30,141097,港北区,菊名四丁目,31,31,14,17
2016/9/30,141097,港北区,菊名四丁目,32,33,11,22
2016/9/30,141097,港北区,菊名四丁目,33,34,18,16
2016/9/30,141097,港北区,菊名四丁目,34,27,15,12
2016/9/30,141097,港北区,菊名四丁目,35,45,26,19
2016/9/30,141097,港北区,菊名四丁目,36,43,20,23
2016/9/30,141097,港北区,菊名四丁目,37,31,10,21
2016/9/30,141097,港北区,菊名四丁目,38,35,23,12
2016/9/30,141097,港北区,菊名四丁目,39,32,12,20
2016/9/30,141097,港北区,菊名四丁目,40,29,15,14
2016/9/30,141097,港北区,菊名四丁目,41,30,12,18
2016/9/30,141097,港北区,菊名四丁目,42,40,26,14
2016/9/30,141097,港北区,菊名四丁目,43,34,18,16
2016/9/30,141097,港北区,菊名四丁目,44,23,7,16
2016/9/30,141097,港北区,菊名四丁目,45,37,15,22
2016/9/30,141097,港北区,菊名四丁目,46,26,15,11
2016/9/30,141097,港北区,菊名四丁目,47,28,18,10
2016/9/30,141097,港北区,菊名四丁目,48,20,12,8
2016/9/30,141097,港北区,菊名四丁目,49,34,18,16
2016/9/30,141097,港北区,菊名四丁目,50,14,7,7
2016/9/30,141097,港北区,菊名四丁目,51,20,10,10
2016/9/30,141097,港北区,菊名四丁目,52,16,9,7
2016/9/30,141097,港北区,菊名四丁目,53,18,5,13
2016/9/30,141097,港北区,菊名四丁目,54,13,6,7
2016/9/30,141097,港北区,菊名四丁目,55,14,7,7
2016/9/30,141097,港北区,菊名四丁目,56,18,8,10
2016/9/30,141097,港北区,菊名四丁目,57,14,10,4
2016/9/30,141097,港北区,菊名四丁目,58,13,9,4
2016/9/30,141097,港北区,菊名四丁目,59,18,11,7
2016/9/30,141097,港北区,菊名四丁目,60,5,4,1
2016/9/30,141097,港北区,菊名四丁目,61,13,8,5
2016/9/30,141097,港北区,菊名四丁目,62,9,6,3
2016/9/30,141097,港北区,菊名四丁目,63,15,11,4
2016/9/30,141097,港北区,菊名四丁目,64,15,6,9
2016/9/30,141097,港北区,菊名四丁目,65,12,6,6
2016/9/30,141097,港北区,菊名四丁目,66,11,5,6
